data_extracao;codigo;nome;ei_creche_parcial;ei_creche_integral;ei_creche;ei_pre_parcial;ei_pre_integral;ei_pre;ef_ciclos_parcial;ef_ciclos_integral;ef_ciclos;ef_eja;ensino_medio;normal_magisterio;profissionalizante;total
2020-12-01 01:33:05.760;5117;5117 EEI NOSSA SENHORA APARECIDA LOT MARIANTE           ;0;48;48;0;41;41;0;0;0;0;0;0;0;89
2020-12-01 01:33:05.761;5118;5118 IEI NOSSA SENHORA DE BELEM                         ;0;9;9;0;38;38;0;0;0;0;0;0;0;47
2020-12-01 01:33:05.762;5119;5119 EEI CRIANÇA CIDADÃ                                 ;0;32;32;0;39;39;0;0;0;0;0;0;0;71
2020-12-01 01:33:05.763;5120;5120 EEI MEDIANEIRA NOSSO SONHO I                       ;0;49;49;0;81;81;0;0;0;0;0;0;0;130
2020-12-01 01:33:05.764;5121;5121 IEI NSA SRA APARECIDA IPANEMA                      ;0;52;52;0;49;49;0;0;0;0;0;0;0;101
2020-12-01 01:33:05.766;5123;5123 EEI GOTINHAS DE AMOR                               ;0;13;13;0;20;20;0;0;0;0;0;0;0;33
2020-12-01 01:33:05.767;5124;5124 EEI ANTONIO GIANELLI - LOT CAVALHADA               ;0;36;36;0;37;37;0;0;0;0;0;0;0;73
2020-12-01 01:33:05.768;5127;5127 EEI VILA GAÚCHA                                    ;0;29;29;0;36;36;0;0;0;0;0;0;0;65
2020-12-01 01:33:05.773;5128;5128 IEI TIA HELENA                                     ;0;52;52;0;37;37;0;0;0;0;0;0;0;89
2020-12-01 01:33:05.774;5129;5129 IEI RENOVAR DA ESPERANÇA II                        ;0;39;39;0;45;45;0;0;0;0;0;0;0;84
2020-12-01 01:33:05.775;5130;5130 IEI TECNOBABY                                      ;0;53;53;0;49;49;0;0;0;0;0;0;0;102
2020-12-01 01:33:05.776;5131;5131 IEI SÃO VICENTE DE PAULO                           ;0;56;56;0;63;63;0;0;0;0;0;0;0;119
2020-12-01 01:33:05.777;5132;5132 EEI ANANDA MARGA RESTINGA NOVA 2                   ;0;10;10;0;46;46;0;0;0;0;0;0;0;56
2020-12-01 01:33:05.778;5133;5133 EEI AMOVIR                                         ;0;33;33;0;25;25;0;0;0;0;0;0;0;58
2020-12-01 01:33:05.779;5134;5134 EEI PÉ DE PILÃO                                    ;0;60;60;0;39;39;0;0;0;0;0;0;0;99
2020-12-01 01:33:05.780;5135;5135 EEI ANTONIO GIANELLI                               ;0;49;49;0;50;50;0;0;0;0;0;0;0;99
2020-12-01 01:33:05.782;5136;5136 IEI UNIÃO ESPERANÇA                                ;0;60;60;0;49;49;0;0;0;0;0;0;0;109
2020-12-01 01:33:05.783;5138;5138 IEI BRINCANDO E APRENDENDO                         ;0;48;48;0;37;37;0;0;0;0;0;0;0;85
2020-12-01 01:33:05.785;5139;5139 IEI ACOMPAR NUCLEO III                             ;0;53;53;0;50;50;0;0;0;0;0;0;0;103
2020-12-01 01:33:05.786;5140;5140 EEI JESUS MENINO                                   ;0;32;32;0;23;23;0;0;0;0;0;0;0;55
2020-12-01 01:33:05.787;5141;5141 EEI ABRASCE LOTEAMENTO PAMPA                       ;0;66;66;0;50;50;0;0;0;0;0;0;0;116
2020-12-01 01:33:06.023;5142;5142 IEI CRESCER COM LAZER                              ;0;63;63;0;46;46;0;0;0;0;0;0;0;109
2020-12-01 01:33:06.024;5145;5145 IEI  PRINCESA ISABEL                               ;0;33;33;0;32;32;0;0;0;0;0;0;0;65
2020-12-01 01:33:06.025;5146;5146 EEI CHACRINHA                                      ;0;25;25;0;21;21;0;0;0;0;0;0;0;46
2020-12-01 01:33:06.026;5147;5147 EEI PADRE PEDRO LEONARDI II                        ;0;24;24;0;25;25;0;0;0;0;0;0;0;49
2020-12-01 01:33:06.027;5148;5148 EEI MARISTA MENINO JESUS                           ;0;63;63;0;41;41;0;0;0;0;0;0;0;104
2020-12-01 01:33:06.028;5149;5149 EEI EGIDIO PICCOLI                                 ;0;44;44;0;48;48;0;0;0;0;0;0;0;92
2020-12-01 01:33:06.030;5150;5150 EEI SEMEANDO O AMANHÃ                              ;0;46;46;0;26;26;0;0;0;0;0;0;0;72
2020-12-01 01:33:06.031;5151;5151 EEI BOA VISTA                                      ;0;52;52;0;43;43;0;0;0;0;0;0;0;95
2020-12-01 01:33:06.032;5152;5152 IEI PEQUENO PRINCIPE                               ;0;17;17;0;40;40;0;0;0;0;0;0;0;57
2020-12-01 01:33:06.033;5153;5153 EEI  MEU DENGO                                     ;0;53;53;0;48;48;0;0;0;0;0;0;0;101
2020-12-01 01:33:06.034;5154;5154 IEI MUNDO COLORIDO                                 ;0;42;42;0;40;40;0;0;0;0;0;0;0;82
2020-12-01 01:33:06.035;5155;5155 IEI RENOVAR DA ESPERANÇA                           ;0;56;56;0;43;43;0;0;0;0;0;0;0;99
2020-12-01 01:33:06.036;5156;5156 IEI LAR ESPERANÇA                                  ;0;59;59;0;83;83;0;0;0;0;0;0;0;142
2020-12-01 01:33:06.037;5157;5157 EEI MARISTA RENASCER                               ;0;31;31;0;25;25;0;0;0;0;0;0;0;56
2020-12-01 01:33:06.038;5158;5158 IEI ESCOLA DA VIDA                                 ;0;38;38;0;43;43;0;0;0;0;0;0;0;81
2020-12-01 01:33:06.039;5159;5159 EEI TIA IARA                                       ;0;20;20;0;14;14;0;0;0;0;0;0;0;34
2020-12-01 01:33:06.040;5160;5160 EEI ANJINHOS DE CRISTAL                            ;0;47;47;0;35;35;0;0;0;0;0;0;0;82
2020-12-01 01:33:06.041;5161;5161 EEI RAIO DE SOL                                    ;0;41;41;0;39;39;0;0;0;0;0;0;0;80
2020-12-01 01:33:06.042;5163;5163 EEI  PLANETA INFANTIL                              ;0;26;26;0;37;37;0;0;0;0;0;0;0;63
2020-12-01 01:33:06.044;5164;5164 EEI ARCO ÍRIS II                                   ;0;52;52;0;0;0;0;0;0;0;0;0;0;52
2020-12-01 01:33:06.045;5165;5165 IEI VOVÓ BELINHA                                   ;0;74;74;0;47;47;0;0;0;0;0;0;0;121
2020-12-01 01:33:06.046;5166;5166 EEI ABRASCE PARTENON                               ;0;58;58;0;47;47;0;0;0;0;0;0;0;105
2020-12-01 01:33:06.047;5167;5167 EEI  PADRE VALLE NOSSO SONHO II                    ;0;60;60;0;65;65;0;0;0;0;0;0;0;125
2020-12-01 01:33:06.048;5168;5168 EEI TIA BETH                                       ;0;20;20;0;35;35;0;0;0;0;0;0;0;55
2020-12-01 01:33:06.049;5169;5169 IEI SONHO MEU                                      ;0;23;23;0;21;21;0;0;0;0;0;0;0;44
2020-12-01 01:33:06.050;5170;5170 IEI  INTEGRAÇÃO DOS ANJOS                          ;0;58;58;0;90;90;0;0;0;0;0;0;0;148
2020-12-01 01:33:06.051;5172;5172 EEI POPULAR NOVA GERAÇÃO                           ;0;20;20;0;34;34;0;0;0;0;0;0;0;54
2020-12-01 01:33:06.052;5173;5173 EEI CASA NAZARÉ                                    ;0;29;29;0;40;40;0;0;0;0;0;0;0;69
2020-12-01 01:33:06.053;5175;5175 IEI OSICOM II                                      ;0;58;58;0;67;67;0;0;0;0;0;0;0;125
2020-12-01 01:33:06.054;5176;5176 IEI OSICOM III                                     ;0;99;99;0;67;67;0;0;0;0;0;0;0;166
2020-12-01 01:33:06.055;5177;5177 EEI SÃO GUILHERME                                  ;0;60;60;0;50;50;0;0;0;0;0;0;0;110
2020-12-01 01:33:06.351;5179;5179 IEI DUTRA JARDIM                                   ;0;63;63;0;42;42;0;0;0;0;0;0;0;105
2020-12-01 01:33:06.352;5180;5180 EEI PORTAL ENCANTADO                               ;0;59;59;0;47;47;0;0;0;0;0;0;0;106
2020-12-01 01:33:06.353;5181;5181 EEI PLANETA MÁGICO                                 ;0;50;50;0;45;45;0;0;0;0;0;0;0;95
2020-12-01 01:33:06.354;5182;5182 EEI CRECHE NAVEGANTES                              ;0;75;75;0;45;45;0;0;0;0;0;0;0;120
2020-12-01 01:33:06.355;5183;5183 EEI FAVO DE MEL  VILA ELIZABETH                    ;0;47;47;0;42;42;0;0;0;0;0;0;0;89
2020-12-01 01:33:06.357;5184;5184 EEI JARDIM IPIRANGA                                ;0;73;73;0;48;48;0;0;0;0;0;0;0;121
2020-12-01 01:33:06.358;5185;5185 EEI SÃO MARCOS                                     ;0;48;48;0;42;42;0;0;0;0;0;0;0;90
2020-12-01 01:33:06.359;5186;5186 EEI CANTINHO ENCANTADO                             ;0;30;30;0;23;23;0;0;0;0;0;0;0;53
2020-12-01 01:33:06.360;5189;5189 IEI CORAÇÃO VALENTE                                ;0;46;46;0;43;43;0;0;0;0;0;0;0;89
2020-12-01 01:33:06.361;5190;5190 EEI PINGUINHOS DE OURO                             ;0;62;62;0;45;45;0;0;0;0;0;0;0;107
2020-12-01 01:33:06.362;5191;5191 IEI CASA DA CRIANÇA N SRA AUXILIADORA              ;0;59;59;0;42;42;0;0;0;0;0;0;0;101
2020-12-01 01:33:06.363;5192;5192 EEI RENASCER DA ESPERANÇA                          ;0;54;54;0;39;39;0;0;0;0;0;0;0;93
2020-12-01 01:33:06.364;5193;5193 EEI TREVO DE OURO                                  ;0;55;55;0;42;42;0;0;0;0;0;0;0;97
2020-12-01 01:33:06.365;5194;5194 EEI PLANETA DO SABER                               ;0;64;64;0;50;50;0;0;0;0;0;0;0;114
2020-12-01 01:33:06.366;5195;5195 IEI ANJO DAS FLORES                                ;0;45;45;0;40;40;0;0;0;0;0;0;0;85
2020-12-01 01:33:06.368;5196;5196 EEI IEMAN II                                       ;0;46;46;0;34;34;0;0;0;0;0;0;0;80
2020-12-01 01:33:06.369;5197;5197 EEI TIO ZÉ                                         ;0;61;61;0;43;43;0;0;0;0;0;0;0;104
2020-12-01 01:33:06.370;5198;5198 EEI MEUS PRIMEIROS PASSOS                          ;0;47;47;0;59;59;0;0;0;0;0;0;0;106
2020-12-01 01:33:06.371;5199;5199 EEI MUNDO DA IMAGINAÇÃO                            ;0;49;49;0;53;53;0;0;0;0;0;0;0;102
2020-12-01 01:33:06.372;5200;5200 EEI A CAMINHO DO SOL                               ;0;21;21;0;48;48;0;0;0;0;0;0;0;69
2020-12-01 01:33:06.373;5201;5201 IEI PEDAÇO DE GENTE                                ;0;47;47;0;64;64;0;0;0;0;0;0;0;111
2020-12-01 01:33:06.374;5202;5202 EEI GIRASSOL LAMI                                  ;0;13;13;0;46;46;0;0;0;0;0;0;0;59
2020-12-01 01:33:06.375;5203;5203 EEI AMIGO GERMANO                                  ;0;53;53;0;84;84;0;0;0;0;0;0;0;137
2020-12-01 01:33:06.376;5204;5204 EEI CRECHE ELSINHA                                 ;0;57;57;0;47;47;0;0;0;0;0;0;0;104
2020-12-01 01:33:06.377;5205;5205 IEI OSICOM IV - NOSSA SENHORA DA SALETE            ;0;58;58;0;77;77;0;0;0;0;0;0;0;135
2020-12-01 01:33:06.378;5207;5207 IEI PÉ DE MOLEQUE                                  ;0;62;62;0;38;38;0;0;0;0;0;0;0;100
2020-12-01 01:33:06.379;5208;5208 IEI VITÓRIA                                        ;0;58;58;0;39;39;0;0;0;0;0;0;0;97
2020-12-01 01:33:06.381;5209;5209 IEI ACOMPAR V - LUISA CASAGRANDE LEWANDOWSKI       ;0;63;63;0;48;48;0;0;0;0;0;0;0;111
2020-12-01 01:33:06.382;5210;5210 IEI EREMI                                          ;0;63;63;0;47;47;0;0;0;0;0;0;0;110
2020-12-01 01:33:06.383;5211;5211 EEI JARDIM DO FUTURO                               ;0;49;49;0;42;42;0;0;0;0;0;0;0;91
2020-12-01 01:33:06.384;5212;5212 EEI RECANTO DOS PEQUENINOS                         ;0;52;52;0;38;38;0;0;0;0;0;0;0;90
2020-12-01 01:33:06.626;5213;5213 IEI PATATI PATATA                                  ;0;54;54;0;23;23;0;0;0;0;0;0;0;77
2020-12-01 01:33:06.627;5216;5216 EEI CONSTRUINDO O AMANHÃ                           ;0;29;29;0;37;37;0;0;0;0;0;0;0;66
2020-12-01 01:33:06.628;5217;5217 EEI EDUARDA PUJOL ZANIRATTI                        ;0;31;31;0;30;30;0;0;0;0;0;0;0;61
2020-12-01 01:33:06.629;5218;5218 IEI CARLOS ALBERTO TEJERA DE RÉ                    ;0;60;60;0;48;48;0;0;0;0;0;0;0;108
2020-12-01 01:33:06.630;5219;5219 IEI PINGO DE MEL                                   ;0;13;13;0;24;24;0;0;0;0;0;0;0;37
2020-12-01 01:33:06.631;5220;5220 IEI CANTINHO DO SOL                                ;0;64;64;0;30;30;0;0;0;0;0;0;0;94
2020-12-01 01:33:06.633;5221;5221 EEI ANA MALTZ KNIJNIK                              ;0;63;63;0;44;44;0;0;0;0;0;0;0;107
2020-12-01 01:33:06.634;5222;5222 IEI PRISMA                                         ;0;63;63;0;39;39;0;0;0;0;0;0;0;102
2020-12-01 01:33:06.635;5223;5223 IEI SANTA TERESINHA                                ;0;34;34;0;43;43;0;0;0;0;0;0;0;77
2020-12-01 01:33:06.636;5224;5224 IEI DOM DADEUS GRINS                               ;0;64;64;0;48;48;0;0;0;0;0;0;0;112
2020-12-01 01:33:06.637;5225;5225 IEI ESPAÇO DO SABER                                ;0;28;28;0;39;39;0;0;0;0;0;0;0;67
2020-12-01 01:33:06.638;5226;5226 EEI PROFª MARIETA PAIXÃO ARAÚJO                    ;0;74;74;0;99;99;0;0;0;0;0;0;0;173
2020-12-01 01:33:06.639;5227;5227 EEI MADRE VERÔNICA                                 ;0;63;63;0;47;47;0;0;0;0;0;0;0;110
2020-12-01 01:33:06.643;5228;5228 IEI APRENDENDO FELIZ                               ;0;57;57;0;43;43;0;0;0;0;0;0;0;100
2020-12-01 01:33:06.645;5229;5229 IEI CONSTRUINDO O AMANHÃ VILA JARDIM               ;0;17;17;0;36;36;0;0;0;0;0;0;0;53
2020-12-01 01:33:06.646;5230;5230 EEI ABRASCE ILHA DO PAVÃO                          ;0;35;35;0;18;18;0;0;0;0;0;0;0;53
2020-12-01 01:33:06.647;5231;5231 EEI PIMPONETA                                      ;0;27;27;0;27;27;0;0;0;0;0;0;0;54
2020-12-01 01:33:06.648;5232;5232 IEI SALVATORE LETTIERI                             ;0;64;64;0;47;47;0;0;0;0;0;0;0;111
2020-12-01 01:33:06.649;5233;5233 EEI NOSSO SENHOR  DOS PASSOS                       ;0;64;64;0;63;63;0;0;0;0;0;0;0;127
2020-12-01 01:33:06.650;5234;5234 EEI JARDIM DE OXUM                                 ;0;62;62;0;43;43;0;0;0;0;0;0;0;105
2020-12-01 01:33:06.651;5235;5235 EEI EDUARDA PUJOL ZANIRATTI II                     ;0;52;52;0;60;60;0;0;0;0;0;0;0;112
2020-12-01 01:33:06.653;5236;5236 EEI PITINGUINHA                                    ;0;101;101;0;57;57;0;0;0;0;0;0;0;158
2020-12-01 01:33:06.654;5237;5237 EEI WLANIR PORTO                                   ;0;64;64;0;46;46;0;0;0;0;0;0;0;110
2020-12-01 01:33:06.655;5238;5238 EEI CHEIRINHO DE MÃE                               ;0;17;17;0;37;37;0;0;0;0;0;0;0;54
2020-12-01 01:33:06.656;5239;5239 EEI MEU PEDACINHO DE CHÃO                          ;0;30;30;0;20;20;0;0;0;0;0;0;0;50
2020-12-01 01:33:06.657;5240;5240 EEI JARDIM FLORESTA LAMI                           ;0;51;51;0;56;56;0;0;0;0;0;0;0;107
2020-12-01 01:33:06.659;5241;5241 EEI DESENVOLVENDO O SABER                          ;0;15;15;0;36;36;0;0;0;0;0;0;0;51
2020-12-01 01:33:06.660;5242;5242 EEI IEMAN III                                      ;0;53;53;0;31;31;0;0;0;0;0;0;0;84
2020-12-01 01:33:06.661;5243;5243 EEI ANANDA MARGA BELEM NOVO                        ;0;64;64;0;47;47;0;0;0;0;0;0;0;111
2020-12-01 01:33:06.662;5244;5244 EEI NOSSA SENHORA DAS GRAÇAS                       ;0;63;63;0;43;43;0;0;0;0;0;0;0;106
2020-12-01 01:33:06.925;5245;5245 EEI ENI MEDEIROS                                   ;0;62;62;0;42;42;0;0;0;0;0;0;0;104
2020-12-01 01:33:06.925;5246;5246 ECEI BUSCANDO O SABER                              ;0;20;20;0;8;8;0;0;0;0;0;0;0;28
2020-12-01 01:33:06.925;6001;6001 EEF PEQUENA CASA DA CRIANÇA                        ;0;0;0;0;132;132;250;0;250;0;0;0;0;382
2020-12-01 01:33:06.925;6002;6002 EEF ALDEIA LUMIAR                                  ;0;0;0;0;0;0;145;0;145;0;0;0;0;145
